,lat,long,weather
jubayl,34.734434816051134,34.976464295662396,"{'cod': '404', 'message': 'city not found'}"
samalaeulu,2.7866811705151378,-163.9676321456589,"{'cod': '404', 'message': 'city not found'}"
santa cruz,7.741479559184313,-89.6797993945182,"{'coord': {'lon': -122.03, 'lat': 36.97}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 287.96, 'pressure': 1023, 'humidity': 82, 'temp_min': 285.95, 'temp_max': 289.25}, 'visibility': 16093, 'wind': {'speed': 1.5, 'deg': 10}, 'clouds': {'all': 1}, 'dt': 1547954400, 'sys': {'type': 1, 'id': 3723, 'message': 0.074, 'country': 'US', 'sunrise': 1547997500, 'sunset': 1548033623}, 'id': 5393052, 'name': 'Santa Cruz', 'cod': 200}"
lubango,-15.185586717635758,13.7710399573227,"{'coord': {'lon': 13.49, 'lat': -14.92}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 286.823, 'pressure': 898.88, 'humidity': 95, 'temp_min': 286.823, 'temp_max': 286.823, 'sea_level': 1026.12, 'grnd_level': 898.88}, 'wind': {'speed': 1.01, 'deg': 52.0008}, 'clouds': {'all': 12}, 'dt': 1547956324, 'sys': {'message': 0.0048, 'country': 'AO', 'sunrise': 1547959848, 'sunset': 1548006185}, 'id': 3347762, 'name': 'Lubango', 'cod': 200}"
okhotsk,61.01464034953179,141.1188637006107,"{'coord': {'lon': 143.24, 'lat': 59.36}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 251.248, 'pressure': 1012.37, 'humidity': 100, 'temp_min': 251.248, 'temp_max': 251.248, 'sea_level': 1019.63, 'grnd_level': 1012.37}, 'wind': {'speed': 5.21, 'deg': 340.001}, 'clouds': {'all': 64}, 'dt': 1547956036, 'sys': {'message': 0.003, 'country': 'RU', 'sunrise': 1547938963, 'sunset': 1547964822}, 'id': 2122605, 'name': 'Okhotsk', 'cod': 200}"
cape town,-57.548264554044124,-12.319200665473574,"{'coord': {'lon': 18.42, 'lat': -33.93}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 285.15, 'pressure': 1019, 'humidity': 71, 'temp_min': 285.15, 'temp_max': 285.15}, 'visibility': 10000, 'wind': {'speed': 1.5}, 'clouds': {'all': 0}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 1899, 'message': 0.0032, 'country': 'ZA', 'sunrise': 1547956535, 'sunset': 1548007115}, 'id': 3369157, 'name': 'Cape Town', 'cod': 200}"
katangli,50.52932725459678,145.10125390009517,"{'coord': {'lon': 143.23, 'lat': 51.71}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 257.673, 'pressure': 1016.91, 'humidity': 100, 'temp_min': 257.673, 'temp_max': 257.673, 'sea_level': 1019.39, 'grnd_level': 1016.91}, 'wind': {'speed': 6.26, 'deg': 297.001}, 'clouds': {'all': 0}, 'dt': 1547956325, 'sys': {'message': 0.0047, 'country': 'RU', 'sunrise': 1547936558, 'sunset': 1547967225}, 'id': 2122783, 'name': 'Katangli', 'cod': 200}"
new norfolk,-70.45352940107186,130.97540334162034,"{'coord': {'lon': 147.06, 'lat': -42.78}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 299.15, 'pressure': 1015, 'humidity': 31, 'temp_min': 299.15, 'temp_max': 299.15}, 'visibility': 10000, 'wind': {'speed': 4.6, 'deg': 200}, 'clouds': {'all': 75}, 'dt': 1547955000, 'sys': {'type': 1, 'id': 9545, 'message': 0.0039, 'country': 'AU', 'sunrise': 1547924254, 'sunset': 1547977625}, 'id': 2155415, 'name': 'New Norfolk', 'cod': 200}"
olga,43.30129255986682,135.80978510775344,"{'coord': {'lon': -118.17, 'lat': 34.11}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 290.74, 'pressure': 1021, 'humidity': 42, 'temp_min': 289.15, 'temp_max': 293.75}, 'visibility': 16093, 'wind': {'speed': 2.6, 'deg': 360}, 'clouds': {'all': 1}, 'dt': 1547955300, 'sys': {'type': 1, 'id': 3578, 'message': 0.0146, 'country': 'US', 'sunrise': 1547996194, 'sunset': 1548033075}, 'id': 5368361, 'name': 'Olga', 'cod': 200}"
port hardy,41.047970506231536,-141.04999670477213,"{'coord': {'lon': -127.42, 'lat': 50.7}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 278.15, 'pressure': 1017, 'humidity': 86, 'temp_min': 278.15, 'temp_max': 278.15}, 'visibility': 24140, 'wind': {'speed': 3.1, 'deg': 190}, 'clouds': {'all': 40}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 1011, 'message': 0.0033, 'country': 'CA', 'sunrise': 1548001224, 'sunset': 1548032497}, 'id': 6111862, 'name': 'Port Hardy', 'cod': 200}"
tautira,-14.138111989948271,-144.95909374720003,"{'coord': {'lon': -149.15, 'lat': -17.73}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 302.15, 'pressure': 1011, 'humidity': 66, 'temp_min': 302.15, 'temp_max': 302.15}, 'visibility': 10000, 'wind': {'speed': 5.1, 'deg': 180}, 'clouds': {'all': 40}, 'dt': 1547955000, 'sys': {'type': 1, 'id': 7318, 'message': 0.0032, 'country': 'PF', 'sunrise': 1547998624, 'sunset': 1548045490}, 'id': 4033557, 'name': 'Tautira', 'cod': 200}"
wolmaranstad,-26.683807051015265,25.917762582021425,"{'cod': '404', 'message': 'city not found'}"
la ronge,61.0324320299228,-107.95528225870413,"{'coord': {'lon': -105.3, 'lat': 55.1}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 240.15, 'pressure': 1027, 'humidity': 74, 'temp_min': 240.15, 'temp_max': 240.15}, 'visibility': 24140, 'wind': {'speed': 3.6, 'deg': 40}, 'clouds': {'all': 5}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 949, 'message': 0.0034, 'country': 'CA', 'sunrise': 1547997075, 'sunset': 1548026030}, 'id': 6050066, 'name': 'La Ronge', 'cod': 200}"
rincon,13.40468085981665,-67.9964309671756,"{'coord': {'lon': -81.24, 'lat': 32.3}, 'weather': [{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 291.5, 'pressure': 1003, 'humidity': 80, 'temp_min': 290.15, 'temp_max': 293.25}, 'visibility': 16093, 'wind': {'speed': 8.2, 'deg': 180, 'gust': 11.3}, 'clouds': {'all': 75}, 'dt': 1547955300, 'sys': {'type': 1, 'id': 6004, 'message': 0.0054, 'country': 'US', 'sunrise': 1547987106, 'sunset': 1548024432}, 'id': 4218882, 'name': 'Rincon', 'cod': 200}"
ao luk,8.723990600904116,98.87880276240588,"{'cod': '404', 'message': 'city not found'}"
rundu,-17.14472546355276,18.752143507925723,"{'coord': {'lon': 19.77, 'lat': -17.91}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 291.548, 'pressure': 901.23, 'humidity': 94, 'temp_min': 291.548, 'temp_max': 291.548, 'sea_level': 1023.73, 'grnd_level': 901.23}, 'wind': {'speed': 0.61, 'deg': 128.501}, 'clouds': {'all': 36}, 'dt': 1547956328, 'sys': {'message': 0.0029, 'country': 'NA', 'sunrise': 1547958048, 'sunset': 1548004968}, 'id': 3353383, 'name': 'Rundu', 'cod': 200}"
wahran,35.78449995689452,-0.7969707118359679,"{'cod': '404', 'message': 'city not found'}"
juifang,25.30172484471592,122.68513790144698,"{'cod': '404', 'message': 'city not found'}"
bud,67.98902968302787,5.409712635770489,"{'coord': {'lon': 6.91, 'lat': 62.91}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 272.2, 'pressure': 1016, 'humidity': 92, 'temp_min': 270.15, 'temp_max': 273.15}, 'wind': {'speed': 3.1, 'deg': 10}, 'clouds': {'all': 76}, 'dt': 1547954400, 'sys': {'type': 1, 'id': 1643, 'message': 0.0038, 'country': 'NO', 'sunrise': 1547973319, 'sunset': 1547995922}, 'id': 7626370, 'name': 'Bud', 'cod': 200}"
ta khmau,11.486574254288016,104.88333153697948,"{'coord': {'lon': 104.95, 'lat': 11.48}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 302.15, 'pressure': 1012, 'humidity': 66, 'temp_min': 302.15, 'temp_max': 302.15}, 'visibility': 10000, 'wind': {'speed': 1.5}, 'clouds': {'all': 20}, 'dt': 1547955000, 'sys': {'type': 1, 'id': 9109, 'message': 0.0031, 'country': 'KH', 'sunrise': 1547940272, 'sunset': 1547981865}, 'id': 1821935, 'name': 'Ta Khmau', 'cod': 200}"
muswellbrook,-31.88416417166347,150.57829143373675,"{'coord': {'lon': 150.89, 'lat': -32.27}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 301.948, 'pressure': 999.4, 'humidity': 68, 'temp_min': 301.948, 'temp_max': 301.948, 'sea_level': 1031.51, 'grnd_level': 999.4}, 'wind': {'speed': 3.71, 'deg': 122.501}, 'clouds': {'all': 8}, 'dt': 1547956330, 'sys': {'message': 0.0035, 'country': 'AU', 'sunrise': 1547924942, 'sunset': 1547975111}, 'id': 2156034, 'name': 'Muswellbrook', 'cod': 200}"
lebu,-34.320955614853844,-98.52689990630705,"{'coord': {'lon': 38.73, 'lat': 8.96}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 274.848, 'pressure': 778.67, 'humidity': 77, 'temp_min': 274.848, 'temp_max': 274.848, 'sea_level': 1030.66, 'grnd_level': 778.67}, 'wind': {'speed': 1.16, 'deg': 25.5008}, 'clouds': {'all': 0}, 'dt': 1547955986, 'sys': {'message': 0.0032, 'country': 'ET', 'sunrise': 1547955938, 'sunset': 1547997990}, 'id': 344979, 'name': 'Lebu', 'cod': 200}"
saint andrews,44.75449931868843,-66.78479812146566,"{'coord': {'lon': 171.19, 'lat': -44.53}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 292.249, 'pressure': 973.86, 'humidity': 70, 'temp_min': 292.249, 'temp_max': 292.249, 'sea_level': 1011.61, 'grnd_level': 973.86}, 'wind': {'speed': 8.31, 'deg': 289.501}, 'clouds': {'all': 0}, 'dt': 1547956331, 'sys': {'message': 0.003, 'country': 'NZ', 'sunrise': 1547918129, 'sunset': 1547972162}, 'id': 2181133, 'name': 'Saint Andrews', 'cod': 200}"
arlit,18.571974002171217,7.905038680080395,"{'coord': {'lon': 7.39, 'lat': 18.74}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 290.973, 'pressure': 974.11, 'humidity': 45, 'temp_min': 290.973, 'temp_max': 290.973, 'sea_level': 1027.66, 'grnd_level': 974.11}, 'wind': {'speed': 1.36, 'deg': 190.001}, 'clouds': {'all': 48}, 'dt': 1547956331, 'sys': {'message': 0.0032, 'country': 'NE', 'sunrise': 1547964370, 'sunset': 1548004610}, 'id': 2447513, 'name': 'Arlit', 'cod': 200}"
waipawa,-42.82934038071522,178.20748888024974,"{'coord': {'lon': 176.59, 'lat': -39.94}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 294.723, 'pressure': 989.75, 'humidity': 49, 'temp_min': 294.723, 'temp_max': 294.723, 'sea_level': 1020.73, 'grnd_level': 989.75}, 'wind': {'speed': 8.41, 'deg': 271.001}, 'clouds': {'all': 0}, 'dt': 1547956331, 'sys': {'message': 0.0031, 'country': 'NZ', 'sunrise': 1547917650, 'sunset': 1547970055}, 'id': 2185329, 'name': 'Waipawa', 'cod': 200}"
bejar,40.155273982685344,-6.069322000690306,"{'coord': {'lon': 19.83, 'lat': 40.49}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 278.648, 'pressure': 969.81, 'humidity': 100, 'temp_min': 278.648, 'temp_max': 278.648, 'sea_level': 1028.14, 'grnd_level': 969.81}, 'wind': {'speed': 1.26, 'deg': 100.001}, 'rain': {'3h': 2.235}, 'clouds': {'all': 68}, 'dt': 1547956332, 'sys': {'message': 0.0032, 'country': 'AL', 'sunrise': 1547963981, 'sunset': 1547999038}, 'id': 3186145, 'name': 'Bejar', 'cod': 200}"
svetlogorsk,67.91099107987904,89.46151623375874,"{'coord': {'lon': 59.15, 'lat': 53.14}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 265.15, 'pressure': 1007, 'humidity': 92, 'temp_min': 265.15, 'temp_max': 265.15}, 'visibility': 10000, 'wind': {'speed': 3, 'deg': 140}, 'clouds': {'all': 90}, 'dt': 1547955000, 'sys': {'type': 1, 'id': 8976, 'message': 0.0051, 'country': 'RU', 'sunrise': 1547957089, 'sunset': 1547987062}, 'id': 584051, 'name': 'Svetlogorsk', 'cod': 200}"
araouane,18.179884795342204,-6.2254571794908315,"{'coord': {'lon': -3.53, 'lat': 18.9}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 278.823, 'pressure': 998.51, 'humidity': 37, 'temp_min': 278.823, 'temp_max': 278.823, 'sea_level': 1034.06, 'grnd_level': 998.51}, 'wind': {'speed': 2.86, 'deg': 24.0008}, 'clouds': {'all': 0}, 'dt': 1547956333, 'sys': {'message': 0.0033, 'country': 'ML', 'sunrise': 1547967006, 'sunset': 1548007216}, 'id': 2460954, 'name': 'Araouane', 'cod': 200}"
broken hill,-28.772745125017792,139.88848811799795,"{'coord': {'lon': 141.45, 'lat': -31.97}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 304.15, 'pressure': 1017, 'humidity': 14, 'temp_min': 304.15, 'temp_max': 304.15}, 'visibility': 10000, 'wind': {'speed': 6.7, 'deg': 130}, 'clouds': {'all': 92}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 9491, 'message': 0.0196, 'country': 'AU', 'sunrise': 1547927248, 'sunset': 1547977337}, 'id': 2173911, 'name': 'Broken Hill', 'cod': 200}"
dongfeng,42.574544282571736,125.37800961222973,"{'coord': {'lon': 125.53, 'lat': 42.67}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 262.749, 'pressure': 990.4, 'humidity': 34, 'temp_min': 262.749, 'temp_max': 262.749, 'sea_level': 1039.66, 'grnd_level': 990.4}, 'wind': {'speed': 4.46, 'deg': 268.501}, 'clouds': {'all': 0}, 'dt': 1547956333, 'sys': {'message': 0.0032, 'country': 'CN', 'sunrise': 1547938974, 'sunset': 1547973300}, 'id': 2037658, 'name': 'Dongfeng', 'cod': 200}"
akcaabat,41.72180268435008,39.6389200137277,"{'coord': {'lon': 39.57, 'lat': 41.02}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 280.15, 'pressure': 1024, 'humidity': 42, 'temp_min': 280.15, 'temp_max': 280.15}, 'visibility': 10000, 'wind': {'speed': 0.5}, 'clouds': {'all': 0}, 'dt': 1547954400, 'sys': {'type': 1, 'id': 6995, 'message': 0.004, 'country': 'TR', 'sunrise': 1547959328, 'sunset': 1547994214}, 'id': 752627, 'name': 'Akcaabat', 'cod': 200}"
enumclaw,47.04419993132322,-121.93314827039316,"{'coord': {'lon': -121.99, 'lat': 47.2}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 280.17, 'pressure': 1022, 'humidity': 100, 'temp_min': 278.85, 'temp_max': 281.45}, 'visibility': 14484, 'wind': {'speed': 1.41, 'deg': 229.501}, 'clouds': {'all': 90}, 'dt': 1547954100, 'sys': {'type': 1, 'id': 5366, 'message': 0.0041, 'country': 'US', 'sunrise': 1547999171, 'sunset': 1548031940}, 'id': 5793822, 'name': 'Enumclaw', 'cod': 200}"
puerto carreno,7.102374731435532,-65.90699948932229,"{'coord': {'lon': -67.49, 'lat': 6.19}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 295.398, 'pressure': 953.84, 'humidity': 89, 'temp_min': 295.398, 'temp_max': 295.398, 'sea_level': 1024.82, 'grnd_level': 953.84}, 'wind': {'speed': 1.06, 'deg': 135.001}, 'clouds': {'all': 76}, 'dt': 1547956335, 'sys': {'message': 0.0087, 'country': 'CO', 'sunrise': 1547981187, 'sunset': 1548023736}, 'id': 3671519, 'name': 'Puerto Carreno', 'cod': 200}"
mutsamudu,-9.421252050179163,45.98664354891562,"{'cod': '404', 'message': 'city not found'}"
najran,18.604218012400082,45.71154060634046,"{'coord': {'lon': 44.22, 'lat': 17.54}, 'weather': [{'id': 761, 'main': 'Dust', 'description': 'dust', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 282.15, 'pressure': 1024, 'humidity': 49, 'temp_min': 282.15, 'temp_max': 282.15}, 'visibility': 3000, 'wind': {'speed': 0.71, 'deg': 239.501}, 'clouds': {'all': 5}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 7421, 'message': 0.0034, 'country': 'SA', 'sunrise': 1547955415, 'sunset': 1547995882}, 'id': 103630, 'name': 'Najran', 'cod': 200}"
avarua,-26.447458634984187,-162.41582408991408,"{'coord': {'lon': -159.78, 'lat': -21.21}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 302.15, 'pressure': 1012, 'humidity': 79, 'temp_min': 302.15, 'temp_max': 302.15}, 'visibility': 10000, 'wind': {'speed': 1, 'deg': 50}, 'clouds': {'all': 75}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 7271, 'message': 0.0033, 'country': 'CK', 'sunrise': 1548000824, 'sunset': 1548048390}, 'id': 4035715, 'name': 'Avarua', 'cod': 200}"
pangnirtung,67.3524382310863,-61.487747254180036,"{'coord': {'lon': -65.72, 'lat': 66.15}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 236.748, 'pressure': 997.61, 'humidity': 59, 'temp_min': 236.748, 'temp_max': 236.748, 'sea_level': 1018.86, 'grnd_level': 997.61}, 'wind': {'speed': 1.51, 'deg': 320.501}, 'clouds': {'all': 12}, 'dt': 1547956336, 'sys': {'message': 0.0042, 'country': 'CA', 'sunrise': 1547992913, 'sunset': 1548011203}, 'id': 6096551, 'name': 'Pangnirtung', 'cod': 200}"
faanui,0.6205445987646527,-152.88042339641316,"{'coord': {'lon': -151.75, 'lat': -16.48}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 301.923, 'pressure': 1023.88, 'humidity': 100, 'temp_min': 301.923, 'temp_max': 301.923, 'sea_level': 1023.97, 'grnd_level': 1023.88}, 'wind': {'speed': 5.16, 'deg': 84.0008}, 'clouds': {'all': 32}, 'dt': 1547956206, 'sys': {'message': 0.0038, 'country': 'PF', 'sunrise': 1547999371, 'sunset': 1548045992}, 'id': 4034551, 'name': 'Faanui', 'cod': 200}"
salta,-25.241240457360178,-66.44332223263369,"{'coord': {'lon': -65.41, 'lat': -24.79}, 'weather': [{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 290.18, 'pressure': 1022, 'humidity': 93, 'temp_min': 289.15, 'temp_max': 291.15}, 'visibility': 8000, 'wind': {'speed': 2.6, 'deg': 320}, 'clouds': {'all': 75}, 'dt': 1547954400, 'sys': {'type': 1, 'id': 8267, 'message': 0.0052, 'country': 'AR', 'sunrise': 1547977781, 'sunset': 1548026124}, 'id': 3838233, 'name': 'Salta', 'cod': 200}"
atambua,-8.673577599128365,124.34670546649573,"{'coord': {'lon': 124.89, 'lat': -9.11}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 300.749, 'pressure': 999.15, 'humidity': 100, 'temp_min': 300.749, 'temp_max': 300.749, 'sea_level': 1021.78, 'grnd_level': 999.15}, 'wind': {'speed': 2.76, 'deg': 287.001}, 'clouds': {'all': 20}, 'dt': 1547956234, 'sys': {'message': 0.003, 'country': 'ID', 'sunrise': 1547933646, 'sunset': 1547978908}, 'id': 1651103, 'name': 'Atambua', 'cod': 200}"
berlevag,82.12485387766031,32.10687343776621,"{'coord': {'lon': 29.09, 'lat': 70.86}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 266.423, 'pressure': 998.18, 'humidity': 100, 'temp_min': 266.423, 'temp_max': 266.423, 'sea_level': 1017.08, 'grnd_level': 998.18}, 'wind': {'speed': 3.91, 'deg': 282.001}, 'clouds': {'all': 76}, 'dt': 1547956265, 'sys': {'message': 0.0418, 'country': 'NO', 'sunrise': 0, 'sunset': 0}, 'id': 780687, 'name': 'Berlevag', 'cod': 200}"
haines junction,57.370354257804934,-140.87527932338386,"{'coord': {'lon': -137.51, 'lat': 60.75}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 249.323, 'pressure': 888.1, 'humidity': 64, 'temp_min': 249.323, 'temp_max': 249.323, 'sea_level': 1023.97, 'grnd_level': 888.1}, 'wind': {'speed': 0.96, 'deg': 4.50079}, 'clouds': {'all': 36}, 'dt': 1547956274, 'sys': {'message': 0.0039, 'country': 'CA', 'sunrise': 1548006851, 'sunset': 1548031724}, 'id': 5969025, 'name': 'Haines Junction', 'cod': 200}"
eskil,38.09202061583488,33.003476167183464,"{'coord': {'lon': 33.41, 'lat': 38.4}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 266.473, 'pressure': 922.39, 'humidity': 100, 'temp_min': 266.473, 'temp_max': 266.473, 'sea_level': 1038.12, 'grnd_level': 922.39}, 'wind': {'speed': 1.26, 'deg': 182.501}, 'clouds': {'all': 76}, 'dt': 1547956338, 'sys': {'message': 0.0076, 'country': 'TR', 'sunrise': 1547960410, 'sunset': 1547996088}, 'id': 315218, 'name': 'Eskil', 'cod': 200}"
cadillac,44.64619887203759,-85.16349351428089,"{'coord': {'lon': -85.4, 'lat': 44.25}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 257.27, 'pressure': 1018, 'humidity': 67, 'temp_min': 255.35, 'temp_max': 259.25}, 'visibility': 16093, 'wind': {'speed': 2.1, 'deg': 20}, 'clouds': {'all': 1}, 'dt': 1547955300, 'sys': {'type': 1, 'id': 3562, 'message': 0.0037, 'country': 'US', 'sunrise': 1547989844, 'sunset': 1548023698}, 'id': 4987617, 'name': 'Cadillac', 'cod': 200}"
tyrma,50.43322050464346,131.34828030940122,"{'coord': {'lon': 132.17, 'lat': 50.04}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 251.798, 'pressure': 964.54, 'humidity': 69, 'temp_min': 251.798, 'temp_max': 251.798, 'sea_level': 1025.75, 'grnd_level': 964.54}, 'wind': {'speed': 1.61, 'deg': 272.501}, 'clouds': {'all': 64}, 'dt': 1547956338, 'sys': {'message': 0.0032, 'country': 'RU', 'sunrise': 1547938814, 'sunset': 1547970277}, 'id': 2014694, 'name': 'Tyrma', 'cod': 200}"
wodonga,-36.06132152176091,146.7550407372823,"{'coord': {'lon': 146.89, 'lat': -36.12}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 307.57, 'pressure': 1016, 'humidity': 21, 'temp_min': 307.15, 'temp_max': 308.15}, 'visibility': 10000, 'wind': {'speed': 2.6, 'deg': 160}, 'clouds': {'all': 0}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 9540, 'message': 0.0148, 'country': 'AU', 'sunrise': 1547925373, 'sunset': 1547976597}, 'id': 2143285, 'name': 'Wodonga', 'cod': 200}"
shaoguan,25.365879060747474,113.62801167191441,"{'coord': {'lon': 113.59, 'lat': 24.81}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}], 'base': 'stations', 'main': {'temp': 284.898, 'pressure': 992.83, 'humidity': 100, 'temp_min': 284.898, 'temp_max': 284.898, 'sea_level': 1037.3, 'grnd_level': 992.83}, 'wind': {'speed': 1.46, 'deg': 358.501}, 'rain': {'3h': 0.415}, 'clouds': {'all': 92}, 'dt': 1547956339, 'sys': {'message': 0.0027, 'country': 'CN', 'sunrise': 1547939500, 'sunset': 1547978496}, 'id': 1795874, 'name': 'Shaoguan', 'cod': 200}"
kupang,-10.476562719502596,123.41722463848924,"{'coord': {'lon': 123.6, 'lat': -10.16}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 304.15, 'pressure': 1009, 'humidity': 70, 'temp_min': 304.15, 'temp_max': 304.15}, 'visibility': 10000, 'wind': {'speed': 1.5, 'deg': 350}, 'clouds': {'all': 75}, 'dt': 1547953200, 'sys': {'type': 1, 'id': 9364, 'message': 0.003, 'country': 'ID', 'sunrise': 1547933859, 'sunset': 1547979313}, 'id': 2057087, 'name': 'Kupang', 'cod': 200}"
ogori,34.1506451631103,131.24860749807152,"{'coord': {'lon': 7.84, 'lat': 7.33}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 296.573, 'pressure': 1003.86, 'humidity': 81, 'temp_min': 296.573, 'temp_max': 296.573, 'sea_level': 1024.5, 'grnd_level': 1003.86}, 'wind': {'speed': 5.21, 'deg': 236.001}, 'clouds': {'all': 0}, 'dt': 1547956340, 'sys': {'message': 0.0033, 'country': 'NG', 'sunrise': 1547963207, 'sunset': 1548005551}, 'id': 2346896, 'name': 'Ogori', 'cod': 200}"
